Object Id,Average Velocity,Average Delta Altitude,Max Velocity,Average Delta longitude,Average Delta latitude,Average Delta time,longitude traverse,latitude traverse,Altitude Traverse,Time taken
3742,135.4273504,11833,162,90468,82395,1002,40130,14990,5901,537
3743,110.4622642,6129,140,88532,197039,1513,14109,77641,2400,976
3744,111.1587983,7881,136,41658,186484,2051,7454,91468,3832,1075
3745,152.9157895,5901,199,49621,44072,1509,49118,43230,5901,434
3746,105.8928571,5932,151,178371,126987,1223,64977,42250,3047,789
3747,101.7844828,3581,139,106526,74230,1323,32144,8808,1721,534
3748,142.4725275,5823,188,86163,57218,950,48903,18368,5474,416
3749,106.3269231,5934,143,160158,120240,1134,59651,42753,3355,718
3750,164.2523364,5990,243,50483,82194,1204,23082,67231,5962,486
3751,140.5,11808,189,81696,120751,971,48439,37279,5904,485
3752,110.7370892,6025,142,90807,147043,1467,15036,76608,2425,982
3753,117.9385475,5953,167,98716,130464,1808,31201,51180,2956,826
3754,111.4356436,5934,148,98205,30508,1758,70919,2930,5934,932
3755,120.9827586,9855,157,117926,63005,1195,18471,25800,4029,263
3756,169.4568966,10041,225,84075,147633,797,35271,82507,5904,534
3757,145.412844,11918,209,87525,106035,1035,62471,31344,5932,501
3758,132.5897436,11716,161,89601,103498,1037,37806,22205,5873,536
3759,110.5388128,6017,140,94413,205424,1588,9846,76999,2422,1052
3760,133.9150943,5991,189,57402,32379,1540,57392,32052,5959,488
3761,102.8878924,6081,145,108803,95077,1518,67366,1340,3739,1030
3762,118.2469636,8246,202,79880,168364,2171,4380,96045,4092,1141
3763,135.6785714,5977,177,80779,54996,1527,43073,16533,5929,386
3764,104.2107623,6063,136,86754,156388,1414,205,78952,2148,1028
3765,110.7222222,8699,154,166016,72116,2026,66560,213,4288,998
3766,137.6315789,5962,180,70061,55013,1343,33455,6677,5762,345
3767,172.5416667,11711,229,44377,131346,893,36970,85163,5810,548
3768,135.1818182,10877,181,67491,96736,900,39935,25096,5469,352
3769,140.5238095,11700,191,88951,91034,929,58491,48345,5779,577
3770,101.3619632,5840,172,159190,154564,1333,49911,53072,2923,756
3771,118.1666667,3353,160,47560,65478,1028,18924,25758,3225,272
3772,103.6130952,3348,143,76614,66072,1047,32281,8473,1992,775
3773,127.5131579,5999,193,59040,69144,1119,27106,29722,5932,344
3774,145.1590909,11462,192,108170,29966,746,40683,3190,5746,402
3775,100.9634703,6040,130,158709,101609,1414,65252,7257,3465,1012
3776,106.0230415,9307,150,87378,277337,3013,6833,91783,3525,2001
3777,129.8518519,3746,166,47761,66710,2246,18330,25837,3655,245
3778,105.9052133,3818,128,86701,122148,1217,1055,78598,2114,972
3779,108.3979592,7147,155,158551,61205,1877,63499,12557,3468,905
3780,107.7340426,6371,144,53978,218769,2205,9094,91132,3065,1300
3781,146.3939394,5959,178,49585,43873,1752,48765,42845,5868,452
3782,103.0240964,8378,138,80956,104910,1216,9140,76005,2133,764
3783,104.6,3347,135,120159,178282,1523,61349,43702,2743,759
3784,142.8934426,5370,177,58203,51036,1318,57910,49961,5340,559
3785,164.982906,10554,236,117333,109815,1095,25172,72935,5306,536
3786,117.7833333,10277,146,81815,73119,808,18360,26233,5096,272
3787,154.7358491,11272,200,104686,114327,756,57424,48158,5929,484
3788,146.81,11828,183,123894,55554,937,43343,9127,5929,453
3789,149.233871,11540,204,160668,43079,1021,65564,20825,5770,568
3790,166.8083333,11924,226,75687,143493,1117,34655,82976,5962,549
3791,100.0406504,5967,130,192617,143962,1691,67928,2463,3648,1142
3792,138.0961538,4922,174,48004,66780,1377,18960,26240,4794,235
3793,151.7653061,10875,206,117726,86509,691,60306,33477,5956,456
3794,105.0340909,6356,148,121612,201186,2080,7087,92074,3431,1624
3795,123.9813084,5901,151,30389,54101,2114,29352,25747,5870,490
3796,141.0574713,11851,193,89618,54396,892,39134,7659,5956,402
3797,105.2348178,6156,150,208943,88553,1544,67373,442,3407,1142
3798,156.875,5962,202,113328,73140,1728,75567,22198,5766,586
3799,145.5869565,11894,188,91529,102405,1005,44895,39980,5932,419
3800,113.1238095,5839,144,59488,38065,902,32304,9020,1705,483
3801,101.4196185,7235,164,99938,205857,2177,1109,90400,3614,1694
3802,171.018018,5962,233,39250,78142,2200,31771,78086,5962,506
3803,100.592437,5959,161,141712,199843,1604,41437,44123,2469,1098
3804,164.3773585,5959,200,61637,50183,1580,54081,48617,5929,482
3805,150.1037736,11918,195,109016,94979,966,55034,46268,5959,484
3806,122.6491228,8840,158,45175,32031,742,18830,25917,3072,258
3807,107.4056604,3388,142,101845,111423,1235,13250,76862,2416,977
3808,107.2740385,4859,135,59822,165443,1935,7664,77686,2414,958
3809,140.3138686,5658,213,49338,73214,1593,27964,72267,5651,635
3810,111.6744186,8977,152,47014,82588,830,18207,11209,3326,195
3811,180.3125,2600,191,23679,12659,149,22999,12426,2521,144
3812,136.1851852,9507,173,19467,31576,589,16341,28417,3791,245
3813,100.875,3882,129,61112,45806,761,32553,8775,1685,516
3814,108.2105263,6075,142,86896,66640,1126,39409,30934,5956,610
3815,146.5803571,11868,194,108976,93550,1122,57684,48122,5934,512
3816,135.2830189,10163,162,44891,35079,751,16153,27121,4456,239
3817,102,4786,146,69770,54236,870,32310,8181,1736,631
3818,183.1134021,5979,253,58887,114138,1072,18438,75486,5904,441
3819,103.6937269,5926,133,171873,164281,1693,67857,1213,3500,1252
3820,153.8064516,5934,183,54510,26468,1673,49844,21491,5904,421
3821,109.1473684,5958,134,63118,158141,1295,6382,78453,2498,874
3822,135.203252,5962,216,53894,48218,1463,53774,48151,5956,589
3823,104.444,6164,136,108904,141737,1743,68144,1856,3803,1154
3824,173.3684211,5934,234,41826,84396,1674,34217,81846,5934,520
3825,160.4230769,6798,194,38950,75858,754,23100,26157,2128,234
3826,127.8392857,6663,171,118679,45312,487,18706,26188,3407,253
3827,106.5175879,3543,130,103340,111301,1170,67708,1281,3462,917
3828,142.9404762,5954,187,55176,40887,1298,46303,26024,5929,381
3829,104.9230769,2934,116,47905,55295,617,4467,15866,488,236
3830,147.225,8691,192,119974,65453,785,58056,49025,5626,549
3831,154.2058824,10991,192,94022,29274,1014,52521,6939,5648,465
3832,164.95,11802,214,83197,106927,1012,45117,59983,5901,547
3833,112.122449,2047,122,128176,78202,769,5474,17546,0,222
3834,107.9861111,4615,125,82164,107686,560,11124,34270,1224,338
3835,108.92,3628,161,103765,191918,1028,33414,50379,2741,690
3836,163.4722222,5982,211,40814,69310,1183,40429,68123,5899,493
3837,107.5022624,5961,138,98601,112693,1510,11525,77130,2536,1017
3838,157.144,5935,212,52776,90326,1588,27681,77546,5932,571
3839,164.2446809,11852,220,50621,127767,1000,21904,63429,5926,429
3840,107.3849765,5999,139,185581,130768,1412,66671,219,3428,983
3841,136.5491803,5931,172,54908,76559,1543,46171,45694,5743,560
3842,111.0789474,6073,146,75235,138440,1260,28387,15179,1755,700
3843,170.3865546,5987,220,99704,95720,1243,66617,56749,5932,543
3844,101.3333333,6270,132,129356,136289,1773,8717,77427,2422,1230
3845,103.8368421,8958,163,101418,125677,2105,55063,49774,4478,875
3846,163.1101695,5779,226,59629,85251,1415,25890,72134,5712,540
3847,149.6333333,11699,205,72329,108952,952,26501,35963,5926,412
3848,102.0061728,6174,141,141368,63831,1159,26836,17662,1726,747
3849,147.8415842,5892,178,61476,25741,1208,53135,16711,5709,461
3850,140.3012048,11912,195,60581,70793,842,46494,26873,5956,381
3851,130.4418605,8939,163,25529,25835,630,18365,25214,3324,249
3852,115.1343284,3686,154,59338,58443,866,27441,16085,1660,617
3853,105.4710744,4950,138,82099,148184,1732,14112,76846,2414,1115
3854,146.4111111,5898,189,50283,53479,1525,39801,41080,5870,410
3855,135.5319149,11591,177,62779,18740,839,40151,14204,5826,429
3856,110.5280374,6270,138,66583,128457,1414,11852,77928,2112,985
3857,133.0192308,3237,174,57892,53357,1220,18398,25460,3106,235
3858,142.325,4503,153,68949,66330,599,7293,43950,1593,364
3859,139.90625,7920,191,61435,131090,802,45930,40115,5931,438
3860,102.9216418,6073,153,121208,111110,1677,66822,629,3091,1239
3861,102.8262712,4402,135,53752,193578,2326,7588,78244,2103,1087
3862,136.6326531,3411,166,57452,54251,1308,16449,24920,3012,221
3863,160.44,9376,207,97913,112708,677,51391,46797,5962,456
3864,110.1464646,6016,140,121355,130007,1366,13662,77249,2557,910
3865,169.4226804,5926,230,43001,80492,1352,25912,68937,5874,442
3866,102.6391753,5936,140,195285,148973,1786,67220,900,3307,1344
3867,148.1666667,5932,195,48534,46567,1809,47732,45027,5932,465
3868,145.752809,11798,186,82539,72459,871,24057,49727,5899,406
3869,112.1338028,5897,149,149156,65320,1060,32186,8512,3054,654
3870,164.4,5997,208,89109,84655,1132,43227,46201,5931,478
3871,107.5981308,6030,134,69017,136596,1463,6167,78188,2704,985
3872,157.1058824,5956,217,59469,38264,1372,37316,27533,5926,387
3873,149.7027027,11802,187,95339,98626,895,54090,48322,5901,508
3874,109.912844,6111,138,109783,135102,1511,9380,78138,2862,1003
3875,144.2325581,5929,171,47741,50736,1395,36871,39075,5840,392
3876,125.5818182,9180,151,25843,26203,641,18046,25372,3444,249
3877,106.0409091,7659,127,112480,107478,1267,82297,19913,5325,1018
3878,107.8716814,3920,147,109177,188373,2060,4764,77918,2100,1042
3879,108.4064171,5999,152,95833,41821,1904,59595,1761,5934,862
3880,164.6792453,11924,220,93700,75016,1345,31785,72676,5962,483
3881,134.1458333,11400,173,74581,87222,922,52177,28373,5685,439
3882,125.7962963,8907,158,30957,26786,683,17401,25017,3203,244
3883,100.0163265,3608,122,101497,122152,1374,8797,77391,2408,1130
3884,141.72,3608,180,57354,52840,1355,17937,25296,3353,225
3885,136.1403509,9487,175,86034,122926,749,12468,21979,5904,524
3886,106.2557078,5907,154,168364,72591,1536,66834,327,3825,1012
3887,133.7358491,3467,164,47325,66525,1251,18127,25740,3231,239
3888,104.3611111,4129,150,81565,68954,1069,31429,8305,1699,830
3889,136.4534884,6071,176,85832,52566,1220,47423,26599,5932,390
3890,107.7435897,6022,140,100395,142303,1468,13352,77657,2569,1078
3891,172.1186441,5962,233,50680,96278,1616,37299,84650,5937,538
3892,157.8921569,11894,212,70246,125677,1002,24548,53545,5932,464
3893,156.173913,11850,191,88967,86577,882,50056,17226,5940,418
3894,108.0735931,6034,138,108637,167792,1484,11964,76748,2719,1066
3895,144.6808511,5901,198,53481,29660,1493,53396,29621,5901,427
3896,100.7934272,8486,154,154613,178531,2397,67613,1261,3977,1970
3897,106.965812,5617,138,55697,191305,3049,10338,77051,2719,1079
3898,102.8133705,7303,144,192233,146192,2739,32048,8384,1937,1660
3899,160.1333333,5926,198,81922,63545,2069,49941,20947,5843,409
3900,138.939759,11473,196,84014,36147,789,43334,28861,5782,380
3901,104.8290598,6106,130,90173,143083,1458,11201,78128,2746,1078
3902,140.4065934,5932,167,49527,51421,1493,38289,39918,5904,415
3903,109.7174888,5932,133,107614,143960,1441,5985,78484,2408,1026
3904,137.9038462,3023,154,59232,53906,1261,18296,25069,2859,235
3905,110.7034483,3036,153,66770,63444,903,30274,10534,2259,668
3906,138.1630435,6095,186,89722,55158,1090,51138,28638,5962,422
3907,178.9680851,11838,240,72943,111147,850,29426,70257,5904,428
3908,103.6494845,5771,126,118723,45074,879,26602,17168,1688,451
3909,101.6923077,8123,153,200337,125548,1711,85992,1826,4115,1260
3910,132.8194444,5962,138,45209,129083,1589,5560,44350,2756,329
3911,102.7107438,6116,131,86739,146509,1447,6413,76609,2441,1118
3912,138.5544554,5962,175,57045,54695,1579,47360,41296,5934,461
3913,129.7981651,11887,180,112843,62139,963,55036,25114,5901,502
3914,103.2222222,11807,139,101652,63717,1123,32004,800,5934,621
3915,140.1181818,11874,177,80462,47180,1124,47937,37305,5937,503
3916,181.0695652,9132,225,126818,89485,1028,76920,51849,3203,525
3917,146.6849315,8274,192,108186,57136,857,26928,16312,5475,332
3918,147.2,11566,223,125958,37406,812,39473,11126,5798,480
3919,106.6803279,5923,146,114288,36683,1042,25589,19826,2374,562
3920,168.6666667,5967,234,58221,108590,1012,27251,70393,5913,450
3921,104.3643411,5807,147,139269,48625,1044,31883,8725,2286,594
3922,167.2920354,6049,232,71680,111928,1110,29999,73110,5910,516
3923,144.6857143,11758,190,82184,117873,996,51876,44862,5879,480
3924,101.1615385,5863,142,51062,42627,1079,26086,17947,2078,599
3925,103.4895397,4630,136,80923,143717,1700,16488,77531,2361,1101
3926,153.4537815,5943,196,69291,68265,1646,58101,45756,5940,545
3927,153.9856115,3668,169,132897,74705,1186,87003,47271,3668,641
3928,101.9095238,9558,152,73907,76183,1608,70057,16414,5910,967
3929,163.776,5940,213,85008,62901,1539,52952,44798,5876,572
3930,120.5283019,8308,162,112505,38913,811,20566,21265,2560,239
3931,104.5982906,2652,138,45807,38207,778,25335,18559,2602,539
3932,145.6355932,6040,179,56993,108521,1079,28677,17468,5940,540
3933,111.943038,11880,142,104424,40700,1267,49427,4056,5940,727
3934,177.6764706,11758,243,85268,79126,1191,30832,75539,5879,464
3935,121.0044248,10997,155,149302,112372,1506,86372,10311,4813,1042
3936,102.3206897,4918,135,138173,203066,2379,408,92117,3946,1337
3937,145.547619,5907,199,79384,64785,1719,28678,13898,5688,382
3938,147.8333333,11728,190,57862,101520,904,57627,48420,5818,522
3939,103.1941748,5779,130,45597,43926,996,22296,23896,1771,474
3940,177.5514019,5893,243,64796,117222,962,32833,78945,5882,488
3941,159.1735537,11448,233,68721,135172,1042,26340,67693,5724,554
3942,106.0805861,5913,133,89231,128383,1811,139,92062,3556,1257
3943,148.7236842,5943,205,80298,58576,1616,37972,2979,4831,359
3944,109.0416667,6733,121,68371,20819,470,7748,9472,1189,111
3945,150.6835443,7489,199,95434,36183,474,47587,24989,5907,363
3946,108.0163265,6103,135,89008,155040,1491,14005,77698,2358,1128
3947,157.2244898,5983,205,84838,76566,1804,37174,11087,5943,676
3948,103.8017241,5807,130,109937,127175,1210,14090,32411,1644,534
3949,165.2788462,3923,202,123930,78189,1010,16757,58432,2447,476
3950,107.2941176,4044,137,100493,125985,1729,397,91936,3916,1253
3951,145.974359,5940,189,52631,38987,1607,43566,24522,5937,354
3952,124.6846847,11442,163,62242,23994,861,41584,14218,5712,507
3953,170.9734513,11824,218,59096,128143,1022,44713,74588,5912,515
3954,104.5897436,5804,139,115089,48592,1053,11980,34303,1671,538
3955,119.0492958,1758,143,81343,53324,1245,62319,37337,1471,707
3956,150.4607843,7290,215,86048,113192,1172,41419,52948,5849,465
3957,133.18,11788,182,103079,72905,923,51716,26488,5909,458
3958,164.5420561,11696,211,102543,90886,945,58566,51490,5848,487
3959,109.3238095,6120,133,76658,136318,1453,7156,78416,2425,966
3960,117.6666667,10954,197,172806,138340,2238,89434,82682,5407,1272
3961,108.494382,7614,138,83707,170199,2502,591,91763,3858,1230
3962,146.4903846,5966,203,91141,70851,1705,38981,14453,5740,475
3963,140.5964912,11672,175,63957,99990,996,53662,44143,5821,521
3964,138.2601626,11818,196,129637,70073,1087,65767,25856,5909,566
3965,162.7948718,11814,198,126553,94054,1109,68221,55120,5907,543
3966,128.4901961,9184,168,118868,35920,773,21655,20966,3469,230
3967,133.2566372,9634,192,106763,93118,745,46127,42545,5940,515
3968,109.8821293,5943,136,90098,154224,1726,232,92222,3830,1211
3969,141.8196721,5943,177,59707,51784,1769,58137,46002,5882,558
3970,106.5695067,6141,135,102273,138869,1584,14368,77887,2431,1026
3971,115.2465116,11349,205,86020,100505,2021,58514,39639,5428,995
3972,177.7731092,6342,240,108715,85576,1538,35717,84985,5885,543
3973,108.7719298,5930,130,84578,104929,1592,9591,78262,2425,1049
3974,123.2124542,10288,166,172364,137999,2308,89726,82429,5073,1259
3975,101.0909091,3432,135,50370,82149,1866,14595,36481,1655,607
3976,145.59375,1347,168,89018,31990,753,20128,8147,0,146
3977,141.5517241,7401,204,119720,113382,678,21071,7634,5918,532
3978,143.1086957,11874,186,62617,48932,950,51650,28820,5937,418
3979,165.6097561,11896,212,82581,126603,985,37539,84651,5948,567
3980,134.6483516,11850,191,74199,98883,986,48327,28519,5910,419
3981,105.6480687,6162,134,91866,142588,1491,14169,77700,2419,1072
3982,148.1826923,5956,196,65104,53787,1547,54237,42052,5948,475
3983,145.4545455,11896,211,126385,97331,1133,37464,8918,5948,658
3984,109.0833333,4710,110,39217,70778,709,3993,4250,258,51
3985,141.5764706,7094,183,106658,68001,441,48188,27120,5879,390
3986,164.3855422,11206,214,60003,34115,805,35779,31666,5603,415
3987,131.2035398,11836,174,54012,115867,931,48523,44104,5918,516
3988,163.24,11866,201,109154,72333,970,59962,23225,5948,454
3989,100.4603175,5986,136,111600,201939,1905,544,91660,3860,1451
3990,140.1428571,4519,176,51968,63344,1673,22703,22068,4418,222
3991,147.5357143,10341,201,111298,95807,736,38122,8582,5885,514
3992,160.8969072,11744,200,95932,37223,955,56374,24429,5857,441
3993,100.5291577,9274,139,145923,255195,2578,283,92145,3630,2137
3994,168.6934307,5871,234,115237,90845,2765,58843,46630,5700,628
3995,102.8333333,5727,137,115924,61573,1180,19146,27017,1375,552
3996,160.5892857,6084,201,98269,67140,1062,68282,22798,5951,510
3997,103.1687243,5947,135,115814,168107,1629,3783,78741,2420,1119
3998,171.6717557,5882,233,88919,71836,1717,70265,60777,5829,598
3999,100.8396947,5920,148,155368,52329,1201,16393,29480,1408,603
4000,147.4536082,5974,226,82115,69993,1050,43835,43782,5882,447
4001,146.9615385,11817,192,79104,78946,809,44181,19868,5924,362
4002,152.8153846,3972,164,50061,58560,658,9796,42310,1986,296
4003,100.25,5999,130,116195,198461,1439,5402,79052,2420,1143
4004,146.7471264,5943,200,52334,29229,1542,51737,26916,5943,399
4005,176.025641,11506,230,79196,126352,933,35240,85385,5555,534
4006,100.2988048,5558,136,86101,106652,1694,9273,78524,2425,1160
4007,151.9727273,5956,183,65144,60703,1662,54059,48838,5951,502
4008,117.6171875,6237,148,53165,73470,1092,16250,29562,1682,590
4009,161.1946903,6015,200,93091,68783,1105,63937,23179,5918,515
4010,108.3606557,8782,150,113832,39493,792,20911,22310,3083,277
4011,160.8181818,3454,166,137042,50295,423,20865,8209,1798,146
4012,176.7844828,9218,230,127031,97969,675,35528,85370,5800,529
4013,102.7067669,5929,160,199022,157820,1758,67483,637,3578,1229
4014,121.9454545,3245,150,49158,64435,1478,20121,23982,3079,249
4015,164.4396552,8850,225,106579,121660,780,26406,71924,5702,531
4016,165.4166667,11692,209,89593,131158,967,49700,45507,5922,436
4017,166.972973,3546,173,58799,61277,602,22123,16455,1773,166
4018,148.1789474,11750,196,111566,57916,599,47176,41912,5860,433
4019,148.6870748,11574,229,83391,76607,1115,45339,40371,5785,682
4020,100.4173913,5524,139,59741,57700,1210,8930,10026,579,528
4021,114.8,2236,150,152708,110954,1080,17662,27805,1363,552
4022,123.7962963,4569,159,22792,21777,797,22352,21412,4511,245
4023,108.1625,4715,142,111478,125034,1350,15330,77564,2423,1105
4024,135.936,5916,172,69106,60765,1677,58170,49356,5863,572
4025,130.0196078,10474,158,51559,30818,803,22153,20926,4722,231
4026,176.6160714,10666,230,118022,116528,741,65181,56467,5863,510
4027,120.4821429,8860,145,116333,38310,764,22694,20877,3106,254
4028,109.078125,3192,153,51659,50258,844,18884,28025,1370,590
4029,156.0210526,5909,229,63483,92457,1023,35891,53424,5832,433
4030,146.2695652,11515,197,72264,44122,959,34096,17145,5785,526
4031,108.2226148,5994,156,167324,143791,1831,85776,17090,5802,1305
4032,102.6165414,2923,147,92292,111959,1918,17939,28466,1369,613
4033,153.2919708,5609,208,100469,97111,1239,71570,58741,5528,626
4034,101.5851852,5562,132,96329,147580,1870,7738,78702,2417,1244
4035,155.7,5779,216,49270,85500,1793,38020,73921,5771,549
4036,134.3678161,11749,192,94732,87268,948,46439,26093,5918,399
4037,176.3760684,11665,230,76867,123985,932,35564,85513,5741,533
4038,177.34375,11635,229,109965,147125,1117,69055,62093,5924,584
4039,111.5411255,5966,144,135876,123522,1647,13647,77475,2419,1063
4040,179.5258621,5960,235,52466,96012,1592,34703,84573,5954,529
4041,108.5326087,5820,134,107316,51260,951,15635,30306,1375,422
4042,133.619469,6044,172,83755,74951,937,45728,22949,5916,515
4043,172.5714286,11363,232,97105,75593,1092,72199,19634,5666,577
4044,104.3576159,11839,194,95374,84190,1272,63080,35132,5948,695
4045,155.1764706,11818,220,125868,100751,1320,36464,11406,5894,625
4046,132.0379747,11836,191,68146,47658,988,41649,23480,5918,363
4047,163.0530973,11478,236,66650,54635,879,47632,44897,5754,516
4048,173.12,8137,189,54118,75786,742,31621,23914,3347,226
4049,121.2962963,7401,156,120691,40729,470,18781,24002,3084,244
4050,152.2636364,9007,209,125202,88129,747,67569,37152,5796,503
4051,180.1965812,11756,253,97348,136959,1036,32026,86764,5893,533
4052,156.745098,11447,241,115724,90084,999,41823,27853,5754,466
4053,138.5773196,11896,186,55745,83847,906,52492,29185,5948,440
4054,151.8153846,11908,212,121599,68828,1037,48848,846,5954,597
4055,142.8,11714,173,94205,38014,1053,38034,12532,5857,456
4056,148.3684211,11530,202,105789,50641,981,68145,37644,5582,525
4057,175.7310924,11360,228,100155,136605,1068,33110,86505,5802,543
4058,101.5636364,5824,142,114623,140583,1302,68247,32790,3089,759
4059,141.4693878,4886,175,58786,52543,980,19671,24950,4756,221
4060,133.0493827,10832,214,99988,77632,592,41883,25870,5946,371
4061,152.9082569,11448,199,66459,35360,869,49700,2972,5724,498
4062,171.8640777,11852,243,55689,110855,967,28732,74125,5926,469
4063,124.7124464,5995,167,130815,198472,1542,93038,79294,3204,1073
4064,161.7642276,6067,242,100301,78618,1638,40499,4414,5957,565
4065,131.53125,11896,196,79989,36911,1006,50166,29324,5948,441
4066,182.25,11798,249,78518,125885,952,34293,84421,5899,511
4067,136.4893617,6382,142,40696,69738,723,21696,20111,1982,212
4068,119.4051724,5592,162,138081,217101,1816,95643,78154,3205,1604
4069,133.3529412,6004,164,65989,84787,2070,38069,15500,5926,466
4070,133.6309524,11896,176,95713,52769,851,45558,23962,5948,385
4071,131.55,9335,149,118449,87631,750,26878,41188,4356,365
4072,162.7181818,10801,235,175824,55337,867,49261,37829,5697,502
4073,107.8391304,5921,131,85366,105368,1560,15877,76329,2416,1058
4074,170.5925926,5921,218,76477,60342,1550,59491,47469,5869,492
4075,124.7719298,8900,182,103828,35299,750,15504,27783,3231,258
4076,165.3035714,9434,237,101207,122600,772,25089,67738,5951,514
4077,165.0491803,11574,239,134746,91502,1072,61273,27557,5787,558
4078,112.4,3146,127,51147,120326,785,13448,10553,366,227
4079,123.5217391,2228,129,134715,70167,435,5761,17562,521,208
4080,182.8173077,8226,247,104789,92919,683,39225,69708,5067,475
4081,128.5402299,9385,192,41473,115574,873,13328,41495,4586,398
4082,127.1071429,8928,164,125231,34909,652,18672,25942,3350,254
4083,162.2035398,9417,234,99985,119257,769,39596,53673,5929,515
4084,157.6605505,11892,214,96617,103688,1012,57501,49603,5931,497
4085,115.9872611,11713,166,102338,119257,1217,44852,69201,5780,720
4086,100.4979757,5823,127,111228,124176,1856,6207,78782,2453,1136
4087,175.8368794,5938,236,96215,74988,1780,70906,59974,5931,644
4088,103.0590717,6034,131,97476,131926,1734,6362,78013,2605,1090
4089,117.8076923,2877,140,70693,71853,1326,11027,7441,0,236
4090,130.6601942,6265,158,94913,154946,708,11553,55742,4729,472
4091,123.7894737,9850,168,33485,76970,730,17552,26173,4087,258
4092,145.5897436,9928,213,118806,95834,795,63086,24221,5802,537
4093,143.3583333,11797,199,108677,91883,1086,55329,54355,5868,549
4094,101.0987654,5843,141,63267,51213,1296,32096,9432,2014,747
4095,105.5418502,4888,126,86702,152962,1792,6399,78563,2486,1045
4096,136.6666667,5071,176,57682,53638,1276,18134,25707,4785,231
4097,139.1372549,1407,157,127201,132126,462,7321,5191,1189,231
4098,140.6504854,9993,218,93485,97927,700,54301,10953,5893,469
4099,105.4969697,5840,156,71766,80023,1230,30563,11416,2072,761
4100,106.4713115,4758,134,84311,154889,1885,9384,77060,2428,1124
4101,103.6564417,3678,151,130812,81042,1875,31715,8829,1646,751
4102,154.858209,5430,210,69958,124249,1363,33040,85965,5288,612
4103,106.6146789,5320,129,51819,101810,1615,7271,78025,2419,1003
4104,161.6947368,5939,198,63462,46053,1434,51371,28673,5933,431
4105,124.9230769,1457,150,26408,90585,666,6831,7651,1427,235
4106,123.4057971,1990,148,48713,19782,550,3263,2748,0,315
4107,102.8323699,2593,156,180346,145046,1112,31932,8459,2128,797
4108,173.9466667,6034,236,127517,86503,1487,53111,5225,5926,690
4109,112.2170213,6051,161,213620,72299,1775,67037,245,3656,1085
4110,101.3888889,3547,155,116959,94217,1830,34584,8591,1670,745
4111,101.8170213,4727,129,80449,152084,1828,1770,77500,2426,1083
4112,124.4845361,2385,147,142673,69224,1983,96278,25459,1854,900
4113,141.15,4626,161,28477,123349,1080,5718,4805,939,180
4114,163.5333333,10688,215,118519,106636,727,57253,54930,5905,547
4115,149.4375,4348,156,48719,98110,764,28514,16986,2159,217
4116,101.350211,5929,139,106691,192599,1308,12704,78216,2422,1091
4117,177.0265487,5927,251,55619,90524,1607,31091,79493,5902,516
4118,138.7798165,11854,200,81361,101449,1017,61031,33857,5927,501
4119,111.0046948,6051,155,104386,102494,1484,67172,433,3384,983
4120,111.0833333,5780,163,33906,78460,1754,33495,78193,5778,771
4121,149.7108434,11113,215,54699,57652,1148,39322,11357,5633,377
4122,136.8695652,812,147,72260,110699,585,12789,9229,0,208
4123,152.9431818,10950,214,93475,93173,609,45766,35851,5869,401
4124,107.6008969,5924,133,108521,153621,1427,6382,78288,2419,1026
4125,141.0576923,5924,160,56619,56713,1501,46057,44446,5899,475
4126,114.8867925,2936,141,130562,98010,716,14335,10708,0,241
4127,126.8085106,2067,146,32982,21158,454,10771,8196,701,213
4128,114.0432099,9229,154,130240,77662,959,57662,6138,5746,746
4129,112.9090909,11922,150,153715,34996,1663,69891,1766,5929,917
4130,181.5233645,11922,249,106445,82886,1404,33718,81640,5961,487
4131,109.3931034,5872,156,149831,78784,1155,32737,8847,1948,668
4132,102.8259386,7897,140,100768,164642,2018,2393,90466,3889,1350
4133,170.9304348,5961,248,100975,86113,1876,59100,35349,5760,526
4134,164.3645833,11852,204,87607,102441,962,52585,22740,5926,436
4135,111.664,11852,141,92761,37708,1009,28279,22569,5926,573
4136,108.6137931,5826,154,158192,51652,1241,31938,7843,1893,668
4137,129.0925926,3682,172,18602,26530,912,17285,25438,3563,244
4138,121.6,3335,127,94075,36578,287,4638,1654,426,43
4139,157.6395349,7303,226,68258,90875,434,5578,57732,5961,391
4140,145.3043478,7568,168,44378,70868,705,2118,46430,2949,314
4141,164.980198,10182,212,93234,111216,777,34180,45241,5926,463
4142,124.2173913,2552,136,36555,116551,671,10386,7663,183,208
4143,131.8297872,468,146,31200,21687,421,11356,8020,0,213
4144,109.3090909,1036,127,34787,21723,463,12262,9421,0,250
4145,140.6410256,5509,167,36851,66743,453,23802,5653,3353,203
4146,159.4466019,9669,189,182707,66438,673,56383,15943,5696,470
4147,145.0683761,10911,207,85841,104102,1004,58111,49012,5043,534
4148,103.064,8292,166,209724,260799,2844,20402,59538,3723,2310
4149,102.7931034,4078,149,108402,74374,2844,32863,8874,1954,534
4150,121.5876289,1616,143,52280,16644,978,45463,4357,1116,444
4151,111.2459016,7333,143,103223,73619,1287,61252,8027,5961,843
4152,172.3583333,11584,233,103502,93116,1391,33023,85916,5716,548
4153,119.1864407,9083,155,79921,72260,816,18497,25556,3475,268
4154,101.6273292,3930,146,155128,125022,1753,7585,90500,3065,1485
4155,123.6686747,4764,167,106837,110974,2252,46541,61865,2372,767
4156,107.859375,3978,156,113905,81313,1357,28534,15053,1923,590
